fips_code,state,area_name,total_population,total_population_norm
01107,AL,Pickens County,18688.0,0.0019294646902270052
01109,AL,Pike County,33137.0,0.003424709276394342
01111,AL,Randolph County,22786.0,0.0023535433333243647
01113,AL,Russell County,58744.0,0.006074631632127403
01115,AL,St. Clair County,95552.0,0.009883681582134141
01117,AL,Shelby County,233000.0,0.024107391034658754
01119,AL,Sumter County,11727.0,0.0012091105090164833
01121,AL,Talladega County,81132.0,0.008391438040537283
01123,AL,Tallapoosa County,40677.0,0.0042049808647189124
01125,AL,Tuscaloosa County,237373.0,0.024559927859027896
01127,AL,Walker County,64728.0,0.006693881656601439
01129,AL,Washington County,15022.0,0.0015500912628002312
01131,AL,Wilcox County,9944.0,0.0010245980100797843
01133,AL,Winston County,23611.0,0.002438917877139719
02013,AK,Aleutians East Borough,3461.0,0.00035370932213440087
02016,AK,Aleutians West Census Area,5160.0,0.0005295291402462636
02020,AK,Anchorage Municipality,286075.0,0.02959982002011321
02050,AK,Bethel Census Area,18224.0,0.0018814479770993394
02060,AK,Bristol Bay Borough,844.0,8.289092072254392e-05
02063,AK,Chugach Census Area,6769.0,0.0006960353717600878
02066,AK,Copper River Census Area,2674.0,0.00027226718154932963
02068,AK,Denali Borough,1584.0,0.0001594692994175283
02070,AK,Dillingham Census Area,4607.0,0.0004723023248160929
02090,AK,Fairbanks North Star Borough,94840.0,0.009810000763714102
02100,AK,Haines Borough,2070.0,0.00020976266704693698
02105,AK,Hoonah-Angoon Census Area,2262.0,0.0002296316517894194
02110,AK,Juneau City and Borough,31555.0,0.0032609971208599296
02122,AK,Kenai Peninsula Borough,61223.0,0.006331169200755601
02130,AK,Ketchikan Gateway Borough,13738.0,0.0014172174273348799
02150,AK,Kodiak Island Borough,12565.0,0.0012958303486737763
02158,AK,Kusilvak Census Area,8001.0,0.0008235280238576834
02164,AK,Lake and Peninsula Borough,1331.0,0.00013328777264748633
02170,AK,Matanuska-Susitna Borough,115239.0,0.011920976908307327
02180,AK,Nome Census Area,9763.0,0.0010058673525881732
02185,AK,North Slope Borough,10603.0,0.001092794160836534
02188,AK,Northwest Arctic Borough,7361.0,0.0007572980747160753
02195,AK,Petersburg Borough,3427.0,0.00035019085608625295
02198,AK,Prince of Wales-Hyder Census Area,5696.0,0.0005849967226523604
02220,AK,Sitka City and Borough,8282.0,0.0008526071109026707
02230,AK,Skagway Municipality,1095.0,0.00010886547890151834
02240,AK,Southeast Fairbanks Census Area,7077.0,0.0007279085347844868
02275,AK,Wrangell City and Borough,2064.0,0.00020914176127373438
02282,AK,Yakutat City and Borough,687.0,6.664388632374318e-05
02290,AK,Yukon-Koyukuk Census Area,5129.0,0.000526321127084717
04001,AZ,Apache County,65036.0,0.006725754819625837
04003,AZ,Cochise County,124640.0,0.01289383277062023
04005,AZ,Coconino County,144472.0,0.01494613331964581
04007,AZ,Gila County,54003.0,0.005584012587001834
04009,AZ,Graham County,39525.0,0.004085766956264018
04011,AZ,Greenlee County,9369.0,0.0009650945401478708
04012,AZ,La Paz County,16710.0,0.0017247727536612227
04013,AZ,Maricopa County,4585871.0,0.4745611800190039
04015,AZ,Mohave County,223682.0,0.023143124368875154
04017,AZ,Navajo County,109175.0,0.01129344814019059
04019,AZ,Pima County,1063162.0,0.11001612078355824
04021,AZ,Pinal County,484239.0,0.050106681960265756
04023,AZ,Santa Cruz County,49158.0,0.005082631175140754
04025,AZ,Yavapai County,249081.0,0.025771521991137192
04027,AZ,Yuma County,213221.0,0.02206057515329646
05001,AR,Arkansas County,16307.0,0.0016830685825611163
05003,AR,Ashley County,18262.0,0.0018853803803296223
05005,AR,Baxter County,42875.0,0.004432439346302123
05007,AR,Benton County,311013.0,0.03218051138213418
05009,AR,Boone County,38530.0,0.0039828000822079235
05011,AR,Bradley County,10104.0,0.0010411554973651864
05013,AR,Calhoun County,4641.0,0.0004758207908642408
05015,AR,Carroll County,28814.0,0.0029773466668018863
05017,AR,Chicot County,9538.0,0.0009825833860930768
05019,AR,Clark County,21274.0,0.0021970750784773155
05021,AR,Clay County,14201.0,0.001465130656167012
05023,AR,Cleburne County,25445.0,0.0026287080751486395
05025,AR,Cleveland County,7378.0,0.0007590573077401493
05027,AR,Columbia County,22150.0,0.0022877273213648915
05029,AR,Conway County,21077.0,0.0021766886722571644
05031,AR,Craighead County,113993.0,0.011792035476072257
05033,AR,Crawford County,61891.0,0.006400296710172154
05035,AR,Crittenden County,47139.0,0.004873696382458087
05037,AR,Cross County,16420.0,0.0016947623079564315
05039,AR,Dallas County,6185.0,0.0006356005431683704
05041,AR,Desha County,10479.0,0.0010799621081903474
05043,AR,Drew County,16945.0,0.0017490915631116568
05045,AR,Faulkner County,129951.0,0.013443437864200042
05047,AR,Franklin County,17468.0,0.0018032138496758146
05049,AR,Fulton County,12421.0,0.0012809286101169144
05051,AR,Garland County,99784.0,0.010321627120833024
05053,AR,Grant County,18383.0,0.0018979019800892075
05055,AR,Greene County,46743.0,0.0048327166014267165
05057,AR,Hempstead County,19343.0,0.0019972469038016197
05059,AR,Hot Spring County,33258.0,0.0034372308761539275
05061,AR,Howard County,12533.0,0.001292518851216696
05063,AR,Independence County,38320.0,0.003961068380145834
05065,AR,Izard County,14169.0,0.0014618191587099318
05067,AR,Jackson County,16784.0,0.001732430591530721
05069,AR,Jefferson County,63661.0,0.006583463913266914
05071,AR,Johnson County,26129.0,0.0026994913332937334
05073,AR,Lafayette County,6095.0,0.0006262869565703317
05075,AR,Lawrence County,16318.0,0.0016842069098119876
05077,AR,Lee County,8201.0,0.000844224882964436
05079,AR,Lincoln County,12898.0,0.0013302906190865193
05081,AR,Little River County,11805.0,0.0012171822840681167
05083,AR,Logan County,21400.0,0.0022101140997145695
05085,AR,Lonoke County,75944.0,0.007854561515308122
05087,AR,Madison County,17775.0,0.00183498352840468
05089,AR,Marion County,17514.0,0.0018079741272703678
05091,AR,Miller County,42415.0,0.004384836570356592
05093,AR,Mississippi County,38663.0,0.0039965634935139145
05095,AR,Monroe County,6512.0,0.0006694399078079108
05097,AR,Montgomery County,8620.0,0.0008875848027930825
05099,AR,Nevada County,8120.0,0.0008358426550262012
05101,AR,Newton County,7071.0,0.0007272876290112841
05103,AR,Ouachita County,21793.0,0.0022507834278593384
05105,AR,Perry County,10184.0,0.0010494342410078874
05107,AR,Phillips County,14961.0,0.0015437787207726718
05109,AR,Pike County,10208.0,0.0010519178641006978
05111,AR,Poinsett County,22397.0,0.002313287942361731
05113,AR,Polk County,19436.0,0.00200687094328626
05115,AR,Pope County,64593.0,0.006679911276704381
05117,AR,Prairie County,8036.0,0.0008271499742013651
05119,AR,Pulaski County,400009.0,0.041390199747456925
05121,AR,Randolph County,18907.0,0.001952127750948899
05123,AR,St. Francis County,22101.0,0.0022826565908837374
05125,AR,Saline County,129574.0,0.013404424284783814
05127,AR,Scott County,9851.0,0.0010149739705951444
05129,AR,Searcy County,7806.0,0.0008033485862285997
05131,AR,Sebastian County,129098.0,0.013355165760109743
05133,AR,Sevier County,15632.0,0.0016132166830758264
05135,AR,Sharp County,17968.0,0.001854955997442696
05137,AR,Stone County,12671.0,0.0013067996840003553
05139,AR,Union County,37397.0,0.0038655523753681714
05141,AR,Van Buren County,16142.0,0.0016659936737980455
05143,AR,Washington County,261549.0,0.027061764187852146
05145,AR,White County,78452.0,0.008114100128506798
05147,AR,Woodruff County,5964.0,0.0006127305138554089
05149,AR,Yell County,20044.0,0.0020697893949707872
06001,CA,Alameda County,1622188.0,0.16786653257861545
06003,CA,Alpine County,1141.0,0.00011362575649607143
06005,CA,Amador County,41811.0,0.0043223320558542
06007,CA,Butte County,207172.0,0.02143459864961273
06009,CA,Calaveras County,46565.0,0.0048142963968217075
06011,CA,Colusa County,22037.0,0.0022760335959695764
06013,CA,Contra Costa County,1155025.0,0.11952249862417628
06015,CA,Del Norte County,26589.0,0.002747094109239264
06017,CA,El Dorado County,192215.0,0.01988678404131424
06019,CA,Fresno County,1017162.0,0.10525584318900516
06021,CA,Glenn County,28129.0,0.0029064599243612587
06023,CA,Humboldt County,133985.0,0.013860893512383241
06025,CA,Imperial County,179057.0,0.018525137680680995
06027,CA,Inyo County,18527.0,0.0019128037186460693
06029,CA,Kern County,913820.0,0.09456156911995506
06031,CA,Kings County,152682.0,0.015795739385978003
06033,CA,Lake County,67878.0,0.007019857187532791
06035,CA,Lassen County,28861.0,0.002982210428691973
06037,CA,Los Angeles County,9663345.0,1.0
06039,CA,Madera County,162858.0,0.016848795577329573
06041,CA,Marin County,254407.0,0.026322679349150013
06043,CA,Mariposa County,16919.0,0.001746400971427779
06045,CA,Mendocino County,89108.0,0.009216828781714573
06047,CA,Merced County,291920.0,0.030204685727508052
06049,CA,Modoc County,8500.0,0.000875166687329031
06051,CA,Mono County,13066.0,0.0013476759807361915
06053,CA,Monterey County,430723.0,0.04456861640048091
06055,CA,Napa County,133216.0,0.013781314089117778
06057,CA,Nevada County,102037.0,0.010554777238670592
06059,CA,Orange County,3135755.0,0.3244969473167661
06061,CA,Placer County,423561.0,0.043827461875868105
06063,CA,Plumas County,19131.0,0.001975308233148462
06065,CA,Riverside County,2492442.0,0.2579241547040546
06067,CA,Sacramento County,1584288.0,0.16394447777788584
06069,CA,San Benito County,68175.0,0.007050592023306318
06071,CA,San Bernardino County,2195611.0,0.22720680777647226
06073,CA,San Diego County,3269973.0,0.33838640249471663
06075,CA,San Francisco County,808988.0,0.08371310345055964
06077,CA,San Joaquin County,800965.0,0.08288284894749227
06079,CA,San Luis Obispo County,281639.0,0.029140763685125436
06081,CA,San Mateo County,726353.0,0.07516167868912717
06083,CA,Santa Barbara County,441257.0,0.04565871996963357
06085,CA,Santa Clara County,1877592.0,0.1942968355951206
06087,CA,Santa Cruz County,261547.0,0.027061557219261078
06089,CA,Shasta County,180366.0,0.01866059862353469
06091,CA,Sierra County,3200.0,0.0003266999210000888
06093,CA,Siskiyou County,42905.0,0.004435543875168136
06095,CA,Solano County,449218.0,0.04648255844637785
06097,CA,Sonoma County,481812.0,0.04985552557500531
06099,CA,Stanislaus County,551430.0,0.057059895261474806
06101,CA,Sutter County,97948.0,0.010131629954233036
06103,CA,Tehama County,64896.0,0.006711267018251111
06105,CA,Trinity County,15670.0,0.0016171490863061094
06107,CA,Tulare County,479468.0,0.04961295838627417
06109,CA,Tuolumne County,54204.0,0.00560481293040412
06111,CA,Ventura County,829590.0,0.08584508690714622
06113,CA,Yolo County,220544.0,0.022818390649490206
06115,CA,Yuba County,85722.0,0.008866430957037253
08001,CO,Adams County,533365.0,0.05519045146265738
08003,CO,Alamosa County,16655.0,0.0017190811174068656
08005,CO,Arapahoe County,656061.0,0.06788756058746792
08007,CO,Archuleta County,14189.0,0.001463888844620607
08009,CO,Baca County,3344.0,0.00034160165955695064
08011,CO,Bent County,5681.0,0.000583444458219354
08013,CO,Boulder County,326831.0,0.03381742596888724
08014,CO,Broomfield County,76860.0,0.007949353130017048
08015,CO,Chaffee County,20617.0,0.0021290858963116336
08017,CO,Cheyenne County,1727.0,0.00017426755367885637
08019,CO,Clear Creek County,9147.0,0.0009421210265393755
08021,CO,Conejos County,7521.0,0.0007738555620014773
08023,CO,Costilla County,3628.0,0.0003709911994885392
08025,CO,Crowley County,5636.0,0.0005787876649203347
08027,CO,Custer County,5534.0,0.0005682322667758909
08029,CO,Delta County,31746.0,0.0032807626213068783
08031,CO,Denver County,716577.0,0.0741500162159891
08033,CO,Dolores County,2513.0,0.0002556062099683938
08035,CO,Douglas County,383906.0,0.03972379213647675
08037,CO,Eagle County,54381.0,0.005623129650713596
08039,CO,Elbert County,28806.0,0.002976518792437616
08041,CO,El Paso County,744215.0,0.07701011517595123
08043,CO,Fremont County,50318.0,0.005202672957959918
08045,CO,Garfield County,62707.0,0.006484739895327704
08047,CO,Gilpin County,5926.0,0.0006087981106251258
08049,CO,Grand County,15935.0,0.0016445724246225565
08051,CO,Gunnison County,17321.0,0.0017880016582323517
08053,CO,Hinsdale County,765.0,7.471566137537666e-05
08055,CO,Huerfano County,7055.0,0.000725631880282744
08057,CO,Jackson County,1309.0,0.00013101111814574356
08059,CO,Jefferson County,576366.0,0.059640379654904714
08061,CO,Kiowa County,1384.0,0.00013877244031077577
08063,CO,Kit Carson County,6994.0,0.0007193193382551844
08065,CO,Lake County,7365.0,0.0007577120118982104
08067,CO,La Plata County,56407.0,0.0058327888334649995
08069,CO,Larimer County,370771.0,0.03836452591464077
08071,CO,Las Animas County,14348.0,0.0014803428476104752
08073,CO,Lincoln County,5480.0,0.0005626441148170677
08075,CO,Logan County,20619.0,0.0021292928649027008
08077,CO,Mesa County,159681.0,0.01652002597041881
08079,CO,Mineral County,944.0,9.323935027592019e-05
08081,CO,Moffat County,13327.0,0.0013746853818705034
08083,CO,Montezuma County,26531.0,0.002741092020098306
08085,CO,Montrose County,44156.0,0.004565002728880873
08087,CO,Morgan County,29524.0,0.0030508205166308575
08089,CO,Otero County,18136.0,0.0018723413590923683
08091,CO,Ouray County,5176.0,0.0005311848889748039
08093,CO,Park County,18117.0,0.0018703751574772266
08095,CO,Phillips County,4476.0,0.00045874588210117
08097,CO,Pitkin County,16640.0,0.0017175288529738591
08099,CO,Prowers County,11751.0,0.0012115941321092934
08101,CO,Pueblo County,169422.0,0.01752806649321319
08103,CO,Rio Blanco County,6569.0,0.0006753385126533353
08105,CO,Rio Grande County,11188.0,0.001153332473723785
08107,CO,Routt County,25064.0,0.002589280558550276
08109,CO,Saguache County,6688.0,0.0006876531438218531
08111,CO,San Juan County,802.0,7.854458031012588e-05
08113,CO,San Miguel County,7868.0,0.000809764612551693
08115,CO,Sedgwick County,2299.0,0.0002334605707241686
08117,CO,Summit County,30465.0,0.0031481992387281284
08119,CO,Teller County,24617.0,0.002543023078446684
08121,CO,Washington County,4855.0,0.0004979664301084661
08123,CO,Weld County,359442.0,0.037192152330538776
08125,CO,Yuma County,9862.0,0.0010161122978460159
09110,CT,Capitol Planning Region,975328.0,0.10092668116964573
09120,CT,Greater Bridgeport Planning Region,327651.0,0.03390228309122493
09130,CT,Lower Connecticut River Valley Planning Region,176215.0,0.01823103531277404
09140,CT,Naugatuck Valley Planning Region,456128.0,0.047197634928516155
09150,CT,Northeastern Connecticut Planning Region,96692.0,0.01000165367904263
09160,CT,Northwest Hills Planning Region,113463.0,0.011737188799439364
09170,CT,South Central Connecticut Planning Region,568158.0,0.058790980557163586
09180,CT,Southeastern Connecticut Planning Region,279634.0,0.028933277672580242
09190,CT,Western Connecticut Planning Region,623907.0,0.06456012654887532
10001,DE,Kent County,189789.0,0.019635731140349333
10003,DE,New Castle County,578592.0,0.059870735696762864
10005,DE,Sussex County,263509.0,0.02726459340709832
11001,DC,District of Columbia,678972.0,0.07025848928244195
12001,FL,Alachua County,285994.0,0.029591437792174973
12003,FL,Baker County,28368.0,0.0029311926709938278
12005,FL,Bay County,190769.0,0.019737145749972422
12007,FL,Bradford County,27858.0,0.002878415680271609
12009,FL,Brevard County,643979.0,0.066637263328829
12011,FL,Broward County,1962531.0,0.20308668817346284
12013,FL,Calhoun County,13470.0,0.0013894836361318316
12015,FL,Charlotte County,206134.0,0.021327181950848685
12017,FL,Citrus County,166696.0,0.01724596830358815
12019,FL,Clay County,232439.0,0.024049336344864312
12021,FL,Collier County,404310.0,0.04183528570254764
12023,FL,Columbia County,73063.0,0.007556423259875351
12027,FL,DeSoto County,35979.0,0.0037188116443012957
12029,FL,Dixie County,17465.0,0.0018029033967892135
12031,FL,Duval County,1030822.0,0.10666943866599636
12033,FL,Escambia County,326928.0,0.03382746394555401
12035,FL,Flagler County,131439.0,0.013597422495954282
12037,FL,Franklin County,12594.0,0.0012988313932442554
12039,FL,Gadsden County,43833.0,0.004531577301423467
12041,FL,Gilchrist County,19587.0,0.002022497071911858
12043,FL,Glades County,12786.0,0.001318700377986738
12045,FL,Gulf County,15693.0,0.001619529225103386
12047,FL,Hamilton County,13471.0,0.0013895871204273652
12049,FL,Hardee County,25760.0,0.002661305628241775
12051,FL,Hendry County,43333.0,0.004479835153656586
12053,FL,Hernando County,212807.0,0.022017732654945485
12055,FL,Highlands County,107614.0,0.011131909154862386
12057,FL,Hillsborough County,1535564.0,0.1589023089622988
12059,FL,Holmes County,19944.0,0.002059440965417411
12061,FL,Indian River County,169795.0,0.017566666135447283
12063,FL,Jackson County,48622.0,0.005027163592734657
12065,FL,Jefferson County,15450.0,0.0015943825412886817
12067,FL,Lafayette County,8078.0,0.0008314963146137832
12069,FL,Lake County,424462.0,0.04392070122614403
12071,FL,Lee County,834573.0,0.08636074915179097
12073,FL,Leon County,296913.0,0.03072138281510813
12075,FL,Levy County,46545.0,0.004812226710911032
12077,FL,Liberty County,7706.0,0.0007930001566752234
12079,FL,Madison County,18519.0,0.0019119758442817994
12081,FL,Manatee County,441095.0,0.0456419555137571
12083,FL,Marion County,409959.0,0.04241986848801786
12085,FL,Martin County,163315.0,0.0168960879003885
12086,FL,Miami-Dade County,2686867.0,0.2780440888632064
12087,FL,Monroe County,80614.0,0.008337833175450794
12089,FL,Nassau County,101501.0,0.010499309656264494
12091,FL,Okaloosa County,218464.0,0.02260314331477998
12093,FL,Okeechobee County,41427.0,0.0042825940863692345
12095,FL,Orange County,1471416.0,0.15226399837239898
12097,FL,Osceola County,437784.0,0.04529931901124481
12099,FL,Palm Beach County,1533801.0,0.15871986614927278
12101,FL,Pasco County,632996.0,0.06550069531098168
12103,FL,Pinellas County,961596.0,0.0995056348233761
12105,FL,Polk County,818330.0,0.08467985373943605
12107,FL,Putnam County,75955.0,0.007855699842558994
12109,FL,St. Johns County,320110.0,0.03312190801860482
12111,FL,St. Lucie County,373586.0,0.03865583420656831
12113,FL,Santa Rosa County,203162.0,0.021019626624522343
12115,FL,Sarasota County,469013.0,0.04853103007646869
12117,FL,Seminole County,484271.0,0.05010999345772284
12119,FL,Sumter County,151565.0,0.01568014742786679
12121,FL,Suwannee County,46130.0,0.004769280728264521
12123,FL,Taylor County,21582.0,0.0022289482415017146
12125,FL,Union County,15532.0,0.0016028682535224501
12127,FL,Volusia County,590357.0,0.061088228433717584
12129,FL,Wakulla County,36449.0,0.003767449263202164
12131,FL,Walton County,86354.0,0.008931833031814591
12133,FL,Washington County,25602.0,0.0026449551095474406
13001,GA,Appling County,18457.0,0.001905559817958706
13003,GA,Atkinson County,8293.0,0.0008537454381535421
13005,GA,Bacon County,11124.0,0.0011467094788096242
13007,GA,Baker County,2743.0,0.0002794075979411592
13009,GA,Baldwin County,43396.0,0.0044863546642752135
13011,GA,Banks County,19789.0,0.002043400899609678
13013,GA,Barrow County,92792.0,0.009598064926460955
13015,GA,Bartow County,115041.0,0.011900487017791641
13017,GA,Ben Hill County,17128.0,0.0017680291891943355
13019,GA,Berrien County,18570.0,0.0019172535433540211
13021,GA,Bibb County,156512.0,0.016192084237872315
13023,GA,Bleckley County,12465.0,0.0012854819191204
13025,GA,Brantley County,18401.0,0.0018997646974088153
13027,GA,Brooks County,16245.0,0.001676652556238023
13029,GA,Bryan County,49739.0,0.0051427555508458695
13031,GA,Bulloch County,84327.0,0.008722070364767654
13033,GA,Burke County,24438.0,0.0025244993895461405
13035,GA,Butts County,26887.0,0.0027779324293083253
13037,GA,Calhoun County,5457.0,0.0005602639760197912
13039,GA,Camden County,58118.0,0.006009850463123268
13043,GA,Candler County,11059.0,0.0011399829995999296
13045,GA,Carroll County,127098.0,0.013148197169042218
13047,GA,Catoosa County,68910.0,0.007126652980523634
13049,GA,Charlton County,12934.0,0.0013340160537257347
13051,GA,Chatham County,303655.0,0.03141907393559676
13053,GA,Chattahoochee County,8661.0,0.0008918276589099668
13055,GA,Chattooga County,25222.0,0.0026056310772446106
13057,GA,Cherokee County,286602.0,0.029654356243859502
13059,GA,Clarke County,129933.0,0.013441575146880436
13061,GA,Clay County,2853.0,0.0002907908704498731
13063,GA,Clayton County,298300.0,0.030864915533013456
13065,GA,Clinch County,6746.0,0.0006936552329628113
13067,GA,Cobb County,776743.0,0.08037625234107347
13069,GA,Coffee County,43317.0,0.004478179404928046
13071,GA,Colquitt County,46167.0,0.004773109647199269
13073,GA,Columbia County,165162.0,0.017087223394239362
13075,GA,Cook County,17714.0,0.0018286709863771203
13077,GA,Coweta County,155892.0,0.01612792397464138
13079,GA,Crawford County,12277.0,0.0012660268715600526
13081,GA,Crisp County,19631.0,0.0020270503809153434
13083,GA,Dade County,16165.0,0.0016683738125953219
13085,GA,Dawson County,31732.0,0.0032793138411694057
13087,GA,Decatur County,29087.0,0.0030055978794826035
13089,GA,DeKalb County,762992.0,0.0789532397931887
13091,GA,Dodge County,19776.0,0.002042055603767739
13093,GA,Dooly County,10981.0,0.0011319112245482962
13095,GA,Dougherty County,82645.0,0.008548009779679866
13097,GA,Douglas County,149160.0,0.01543126769710809
13099,GA,Early County,10563.0,0.0010886547890151834
13101,GA,Echols County,3709.0,0.000379373427426774
13103,GA,Effingham County,71541.0,0.007398920162072964
13105,GA,Elbert County,20013.0,0.002066581381809241
13107,GA,Emanuel County,23119.0,0.0023880036037371077
13109,GA,Evans County,10754.0,0.0011084202894621321
13111,GA,Fannin County,25955.0,0.0026814850658708586
13113,GA,Fayette County,123351.0,0.01276044151367721
13115,GA,Floyd County,100113.0,0.010355673454063631
13117,GA,Forsyth County,272887.0,0.028235069130613945
13119,GA,Franklin County,24782.0,0.002560097987209755
13121,GA,Fulton County,1079105.0,0.11166597090725303
13123,GA,Gilmer County,32860.0,0.00339604412653149
13125,GA,Glascock County,2954.0,0.00030124278429878316
13127,GA,Glynn County,86172.0,0.008912998890027446
13129,GA,Gordon County,59757.0,0.006179461223503105
13131,GA,Grady County,26066.0,0.002692971822675106
13133,GA,Greene County,20722.0,0.0021399517473426784
13135,GA,Gwinnett County,983526.0,0.10177504542443151
13137,GA,Habersham County,48757.0,0.0050411339726317145
13139,GA,Hall County,217267.0,0.022479272613026065
13141,GA,Hancock County,8676.0,0.0008933799233429733
13143,GA,Haralson County,32038.0,0.003310980035602737
13145,GA,Harris County,36654.0,0.0037886635437865855
13147,GA,Hart County,27556.0,0.0028471634230204127
13149,GA,Heard County,12034.0,0.0012408801877453483
13151,GA,Henry County,254613.0,0.026343997114029967
13153,GA,Houston County,171974.0,0.017792158415415354
13155,GA,Irwin County,9120.0,0.0009393269505599638
13157,GA,Jackson County,88615.0,0.009165811024016429
13159,GA,Jasper County,16455.0,0.0016983842583001131
13161,GA,Jeff Davis County,14906.0,0.0015380870845183147
13163,GA,Jefferson County,15183.0,0.001566752234381167
13165,GA,Jenkins County,8627.0,0.0008883091928618188
13167,GA,Johnson County,9282.0,0.0009560914064364334
13169,GA,Jones County,28969.0,0.0029933867326096195
13171,GA,Lamar County,20401.0,0.002106733288476341
13173,GA,Lanier County,10452.0,0.0010771680322109358
13175,GA,Laurens County,49941.0,0.00516365937854369
13177,GA,Lee County,33872.0,0.0035007702336116576
13179,GA,Liberty County,69210.0,0.007157698269183763
13181,GA,Lincoln County,7879.0,0.0008109029398025644
13183,GA,Long County,19594.0,0.0020232214619805944
13185,GA,Lowndes County,120712.0,0.01248734645776361
13187,GA,Lumpkin County,35258.0,0.003644199467221453
13189,GA,McDuffie County,21799.0,0.002251404333632541
13191,GA,McIntosh County,11501.0,0.0011857230582258528
13193,GA,Macon County,11817.0,0.0012184240956145218
13195,GA,Madison County,32191.0,0.0033268131328194027
13197,GA,Marion County,7440.0,0.0007654733340632426
13199,GA,Meriwether County,20931.0,0.002161579965109235
13201,GA,Miller County,5747.0,0.0005902744217245823
13205,GA,Mitchell County,21114.0,0.0021805175911919134
13207,GA,Monroe County,30625.0,0.0031647567260135305
13209,GA,Montgomery County,8761.0,0.0009021760884633431
13211,GA,Morgan County,21460.0,0.0022163231574465953
13213,GA,Murray County,41035.0,0.00424202824252
13215,GA,Muscogee County,201877.0,0.02088664930476146
13217,GA,Newton County,120135.0,0.012427636019240629
13219,GA,Oconee County,44182.0,0.00456769332056475
13221,GA,Oglethorpe County,15754.0,0.0016258417671309454
13223,GA,Paulding County,183164.0,0.018950147682438155
13225,GA,Peach County,28805.0,0.002976415308142082
13227,GA,Pickens County,35969.0,0.0037177768013459582
13229,GA,Pierce County,20425.0,0.002109216911569151
13231,GA,Pike County,20461.0,0.0021129423462083663
13233,GA,Polk County,44223.0,0.004571936176681635
13235,GA,Pulaski County,10095.0,0.0010402241387053824
13237,GA,Putnam County,23129.0,0.002389038446692445
13239,GA,Quitman County,2280.0,0.00023149436910902712
13241,GA,Rabun County,17442.0,0.001800523257991937
13243,GA,Randolph County,6078.0,0.0006245277235462578
13245,GA,Richmond County,205414.0,0.021252673258064375
13247,GA,Rockdale County,95987.0,0.009928697250691327
13249,GA,Schley County,4526.0,0.0004639200968778581
13251,GA,Screven County,14174.0,0.0014623365801876005
13253,GA,Seminole County,9092.0,0.0009364293902850185
13255,GA,Spalding County,69946.0,0.007233862710696612
13257,GA,Stephens County,27228.0,0.0028132205740853387
